id	lemma	pos
14247	puriskiri	adj.s.
14248	purisqa	p.p.p.
14249	purisunchik	expr.
14250	puriy	s.
14251	puriy	v.mov.
14252	puriykachay	v.mov.
14253	puriynin	s.
14254	puriysiy	v.tr.
14255	Purkun	s.
14256	purqi	conj.
14257	pursipa	adv.m.
14258	purtakuy	v.intr.
14259	purtuyis	s.
14260	puru	s.
14261	puru	s.
14262	purum	adj.
14263	puruma	adj.
14264	purum puna	s.
14265	purun	adj.
14266	purun	s.
14267	purun	s.
14268	purun kamuti	s.
14269	purunku	s.
14270	purun llaqta	s.
14271	purun pakiy	v.tr.
14272	purun qura	s.
14273	purun quwi	s.
14274	purun runa	s.
14275	puru-puru	s.
14276	puruqsu	s.
14277	pururuka	s.
14278	purus	s.
14279	purutu	s.
14280	purutu k'aspi	s.
14281	puruyay	v.tr.
14282	pusachaywasi	s.
14283	pusachimuy	v.tr.
14284	pusachiy	v.tr.
14285	pusakuy	v.tr.
14286	pusampuy	v.tr.
14287	pusamuy	v.tr.
14288	pusanakuy	v.recip.
14289	pusapa	s.
14290	pusapuy	v.tr.
14291	pusaq	num.c.
14292	pusaq	s.a.
14293	pusaqchay	v.tr.
14294	pusaq chinruyuq	adj.
14295	pusaq chiru	s.
14296	pusaq chunka	num.c.
14297	pusaq ch'iqta	num.fract.
14298	pusaq kamay	s.
14299	pusaq kuti pachak	expr.
14300	pusaq k'uchu	s.
14301	pusaq k'uchuyuq rikch'ayni	adj.
14302	pusaqmanta huknin	num.fract.
14303	pusaq ñiqin	num.o.
14304	pusaq ñiqin yachakuna	expr.
14305	pusaq pachak	num.c.
14306	pusaq ura	adv.t.
14307	pusaq uya	s.
14308	pusaq waranqa	num.c.
14309	pusasqa	p.p.p.
14310	pusay	v.tr.
14311	pusay	v.tr.
14312	pusaykachay	v.mov.
14313	pusaysiy	v.tr.
14314	pusik	s.
14315	pusiku	adj.
14316	pusil pusil	s.
14317	pusiwa	s.
14318	puskuy	v.tr.
14319	puskuyu	s.
14320	puskuyu	s.
14321	puspuchu	adj.
14322	pustachiy	v.tr.
14323	pusu	adj.
14324	pusu	s.
14325	pusumay	s.
14326	pusun	s.
14327	pusu q'illu	s.
14328	Putaqa	s.
14329	putaqllanku	s.
14330	puti	s.
14331	putiha	s.
14332	putiha	s.
14333	putinsiya	s.
14334	putinsiyasiwun	s.
14335	putitupu	s.
14336	putiwana	s.
14337	putka	adj.
14338	putkay	v.tr.
14339	putka yaku	s.
14340	putpuq	adj.
14341	putpuy	v.intr.
14342	putquy	v.tr.
14343	putru	s.
14344	putu	adj.
14345	putu	s.
14346	putu	s.
14347	putu	s.
14348	putu	s.
14349	putu	s.
14350	putuchu	adj.
14351	putuk	s.
14352	putuka	s.
14353	putuku	s.
14354	putuku	s.
14355	putukuq	s.
14356	putukuy	s.
14357	Putumayu	s.
14358	putun	adj.
14359	putuna	s.
14360	putu p'anqa	s.
14361	putuq	s.
14362	Putusi	s.
14363	pututu	s.
14364	pututu	s.
14365	pututun	s.
14366	puway	v.intr.
14367	puway	v.tr.
14368	puwinti	s.
14369	Puwpu	s.
14370	puya	s.
14371	puydiq	adj.
14372	puydiy	v.mod.
14373	puyllakuy akna	s.
14374	puyllu	s.
14375	puylluchay	v.tr.
14376	puyllullichiy	v.tr.
14377	puylluqsu	s.
14378	puylluy	v.tr.
14379	Puypuwana	s.
14380	puystu	s.
14381	puytu	s.
14382	puytu	s.
14383	puyu	s.
14384	puyu	s.
14385	puyuqrusqa	p.p.p.
14386	puywan	s.
14387	ph	fon.
14388	phak	interj.
14389	phak	s.
14390	phaka	s.
14391	phaka	s.
14392	phaka kuchu	s.
14393	phaka usa	s.
14394	phakmay	v.tr.
14395	phaktur	s.
14396	phakwi	s.
14397	phala	s.
14398	phalay	v.tr.
14399	phalicha	s.
14400	phallcha	s.
14401	phallchay	v.tr.
14402	phallpa	adj.
14403	phallpayay	v.intr.
14404	phalluy	v.tr.
14405	phampa	adj.
14406	phancha	adj.
14407	phanchasqa	p.p.p.
14408	phanchay	v.intr.
14409	phanchi	adj.
14410	phanchi killa	s.
14411	phanchiy	v.intr.
14412	phani	s.
14413	phanka	s.
14414	phanlli	adj.
14415	phanllichiy	v.tr.
14416	phanlli kay	s.
14417	phanlliy	v.tr.
14418	phapa	s.
14419	phapu	adj.
14420	phaqcha	s.
14421	phaqchay	v.intr.
14422	phaqchiri	s.
14423	phaqsa	s.
14424	phaqsay	v.intr.
14425	phaqsayuq	adj.
14426	phaqsi	s.
14427	phaqsi	s.
14428	phaqsi p'unchaw	s.
14429	phar	interj.onom.
14430	phara	adj.
14431	pharaqiy	v.intr.
14432	pharararay	v.intr.
14433	phararay	v.intr.
14434	phara simi	s.
14435	pharayay	v.intr.
14436	phari	adj.
14437	phari	s.
14438	phariy	v.tr.
14439	phasa	s.
14440	phasakana	s.
14441	phasallalla	s.
14442	phasi	adj.
14443	phasiy	v.tr.
14444	phata	adj.
14445	phata	adj.
14446	phata	s.
14447	phata	s.
14448	phata	s.
14449	phatachiy	v.tr.
14450	phatasqa	p.p.p.
14451	phatasqa	s.
14452	phatatatay	v.tr.
14453	phatay	v.intr.
14454	phatkiy	v.intr.
14455	phatku	s.
14456	phatma	s.
14457	phatmachiq	s.
14458	phatmi	s.
14459	phatu	adj.
14460	phatu	s.
14461	phatu raphi	s.
14462	phawachiq anku	s.
14463	phawachiy	v.tr.
14464	phawakachay	v.intr.
14465	phawaq	s.
14466	phawaq	s.a.
14467	phawariy	v.intr.
14468	phaway	s.
14469	phaway	v.mov.
14470	phawaykachay	v.mov.
14471	phawaykuchikuy	v.intr.
14472	phawaykuy	v.tr.
14473	phawchi	s.
14474	phawchi runa	s.
14475	phawka	s.
14476	phawrika	s.
14477	phayna	s.
14478	phichilu	s.
14479	phichitanka	s.
14480	phichitanka chaki	adj.
14481	phichiw churu	s.
14482	phichu	adj.
14483	phichu	s.
14484	phichu	s.
14485	phichu	s.
14486	phichu	s.
14487	philli	s.
14488	phillillu	s.
14489	phillmi	adj.
14490	phillti	s.
14491	phina	s.
14492	phinchikhuru	s.
14493	phinkichiy	v.tr.
14494	phinkiq	s.
14495	phinkiy	s.
14496	phinkiy	v.mov.
14497	phinkiy	v.tr.
14498	phinkiykachaq	adj.
14499	phinkiykachay	v.mov.
14500	phintu	s.
14501	phinuminu	s.
14502	phiña	adj.
14503	phiña	s.
14504	phiñachikuy	v.intr.
14505	phiñachiy	v.tr.
14506	phiñakuna	s.
14507	phiñakuy	s.
14508	phiñakuy	v.intr.
14509	phiñanakuspa rimarinakuy	v.recip.
14510	phiñanakuy	v.recip.
14511	phiñapayay	v.tr.
14512	phiñaq	s.a.
14513	phiñarikuy	v.tr.
14514	phiñarispa rimarikuy (-wan)	v.intr.
14515	phiñarisqa qhapariy	v.dic.
14516	phiñariy	v.intr.
14517	phiñaspa hatariy	v.tr.
14518	phiñasqa	p.p.p.
14519	phiñay	s.
14520	phiñay	v.intr.
14521	phiñay	v.tr.
14522	phiñay	v.tr.
14523	phiñayakuy	v.intr.
14524	phiri	adj.
14525	phiri	s.
14526	phiriku	s.
14527	phiriy	s.
14528	phiriy	v.tr.
14529	phiru	adj.
14530	phiruri	s.
14531	phiruru	s.
14532	phiruru	s.
14533	phiruru	s.
14534	phiruy	v.mov.
14535	phiruy	v.tr.
14536	phisara	s.
14537	phisika	s.
14538	phisika ruray	s.
14539	phisiku	s.
14540	phisiku kamay	s.
14541	phiska	s.
14542	phiskurana	s.
14543	phiskuy	v.tr.
14544	phiskuy	v.tr.
14545	phista	s.
14546	phistay	v.tr.
14547	phisu	s.
14548	phisu	s.
14549	phiwi	s.
14550	phiwichu	s.
14551	phiwi wawa	s.
14552	phuchka tullu	s.
14553	phuchu	s.
14554	phuchu	s.
14555	phuh!	interj.
14556	phukpu	s.
14557	phukpu	s.
14558	phukpuy	v.intr.
14559	phuku	s.
14560	phukuchiy	v.tr.
14561	phukuchu	s.
14562	phukuchu	s.
14563	phukuna	s.
14564	phukuna wapa	s.
14565	phukupuy	v.tr.
14566	phukuri	s.
14567	phukusqa	adj.
14568	phukuy	s.
14569	phukuy	v.tr.
14570	phulqinqa	s.
14571	phulqu	s.
14572	phullchiy	v.tr.
14573	phullpuq unu	s.
14574	phullpuy	v.intr.
14575	phullu	s.
14576	phullu	s.
14577	phullu	s.
14578	phullu ap'a	s.
14579	phullu-phullu	s.
14580	phullu-phullu llipiyaq p'acha	s.
14581	phullu-phullu p'acha	s.
14582	phullu-phulluyuq	s.
14583	phullusapa	adj.
14584	phullusapa p'acha	s.
14585	phullwa	s.
14586	phunsiwun	s.
14587	phuña	s.
14588	phuñi	s.
14589	phuqchi	adj.
14590	phuqchiy	v.intr.
14591	phurmal	adj.
14592	phurmula	s.
14593	phurmuy	v.intr.
14594	phurmuy	v.tr.
14595	phuru	s.
14596	phuruchay	v.tr.
14597	phurunakuy	v.intr.
14598	phurunchay	v.tr.
14599	phurunnay	v.tr.
14600	phuru pichana	s.
14601	phuru-phuru	s.
14602	phusa	adj.
14603	phusan	s.
14604	phusayachiy	v.tr.
14605	phusma	adj.
14606	phusmaykachay	v.intr.
14607	phuspu	s.
14608	phusran	s.pr.
14609	phusullu	s.
14610	phusuqu	s.
14611	phusuquy	v.intr.
14612	phuti	s.
14613	phutikuy	s.
14614	phutikuy	v.intr.
14615	phutirayay	s.
14616	phutirayay	v.intr.
14617	phutisqa	p.p.p.
14618	phutiy	s.
14619	phutiy	v.intr.
14620	phutiy	v.tr.
14621	phutiy phutiyta waqay	v.dic.
14622	phutu	s.
14623	phutu	s.
14624	phutu hallch'ana	s.
14625	Phutukusi	s.
14626	phutun	adj.
14627	phutuniriy	v.intr.
14628	phutunku	s.
14629	phutunyay	v.intr.
14630	phutuq	s.
14631	phutuy	s.
14632	phutuy	v.intr.
14633	phuyu	s.
14634	phuyuchakuy	v.impers.
14635	phuyuhunt'ariy	v.impers.
14636	phuyuna	s.
14637	phuyunay	v.impers.
14638	phuyunayay	v.impers.
14639	phuyu-phuyu	s.
14640	phuyuray	v.impers.
14641	phuyurayay	v.impers.
14642	phuyurquy	v.impers.
14643	phuyusqa	p.p.p.
14644	phuyuy	s.
14645	phuyuy	v.impers.
14646	phuyuyay	v.impers.
14647	phuyuykuy	v.impers.
14648	phuyuyllam phuyum Rimaqpi manan phuyu ch'iqirikunchu	expr.
14649	p'	fon.
14650	p'acha	s.
14651	p'achachakuy	v.intr.
14652	p'achakuy	v.intr.
14653	p'achallichiy	v.tr.
14654	p'achallikuna	s.
14655	p'achallikuq	s.a.
14656	p'achallikuy	v.intr.
14657	p'achallina	s.
14658	p'achallisqa	p.p.p.
14659	p'achalliy	v.tr.
14660	p'achannaq	adj.
14661	p'achap qayllan	s.
14662	p'acha qillqaq	adj.
14663	p'acha qillqay	v.tr.
14664	p'achata huñuykukuy	v.tr.
14665	p'achayuq	s.p.
14666	p'akchay	v.tr.
14667	p'aki	adj.
14668	p'aki	s.
14669	p'akichiy	v.tr.
14670	p'akikuq	s.a.
14671	p'akikuy	v.intr.
14672	p'akikuyta	adv.m.
14673	p'akimpuy	v.tr.
14674	p'akinas	adj.
14675	p'akinchay	v.tr.
14676	p'akipaq	adj.
14677	p'akipaslla	adj.
14678	p'akipuy	v.tr.
14679	p'akiqrusqa	p.p.p.
14680	p'akiriq	s.
14681	p'akiriqlla	adj.
14682	p'akisqa	p.p.p.
14683	p'akisqa	s.
14684	p'akiy	v.intr.
14685	p'akiy	v.tr.
14686	p'akiy	v.tr.
14687	p'aki yupay	s.
14688	p'aktiy	v.tr.
14689	p'allachay	v.intr.
14690	p'allchay	v.tr.
14691	p'allqa	s.
14692	p'allta	adj.
14693	p'allta	s.
14694	p'alltacha	adj.
14695	p'alltacha	s.
14696	p'alltachay	v.tr.
14697	p'alltachi	s.
14698	p'alltanmanta	adv.m.
14699	p'alltariq kuska	s.
14700	p'allta uma	s.
14701	p'alltay	v.tr.
14702	p'alltayakuy	v.intr.
14703	p'ampa	s.
14704	p'ampachaku	s.
14705	p'ampachay	v.tr.
14706	p'ampachiy	v.tr.
14707	p'ampaku	s.
14708	p'ampaku	s.
14709	p'ampakuy	v.intr.
14710	p'ampampuy	v.tr.
14711	p'ampana	s.
14712	p'ampaq	s.a.
14713	p'amparay	v.tr.
14714	p'ampasqa	p.p.p.
14715	p'ampay	v.tr.
14716	p'ampaykuy	v.tr.
14717	p'anay	v.tr.
14718	p'anqa	s.
14719	p'anqa	s.
14720	p'anqa	s.
14721	p'anqa	s.
14722	p'anqachana	s.
14723	p'anqachaq	s.
14724	p'anqachaq wasi	s.
14725	p'anqachariy	v.tr.
14726	p'anqachay	v.tr.
14727	p'anqa churana	s.
14728	p'anqa hallch'aña	s.
14729	p'anqa hunt'a	adj.
14730	p'anqalla	adj.
14731	p'anqalla kuchi	adj.
14732	p'anqap uyan	s.
14733	p'anqa qara	s.
14734	p'anqa qata	s.
14735	p'anqa qullqi	s.
14736	p'anqaray	v.tr.
14737	p'anqa silkillu	s.
14738	p'api	adj.
14739	p'api	s.
14740	p'apichay	s.
14741	p'apichay	v.intr.
14742	p'aqchay	v.tr.
14743	p'aqchi	adj.
14744	p'aqchiku	s.
14745	p'aqchiy	v.tr.
14746	p'aqiy	v.tr.
14747	p'aqpaku	s.
14748	p'aqra	adj.
14749	p'aqra	s.
14750	p'aqrapampa	s.
14751	p'aqra uma	s.
14752	p'aqray	v.tr.
14753	p'aqrayay	v.intr.
14754	p'aq siwk	adv.t.
14755	p'aqtiy	v.tr.
14756	p'aqu	adj.
14757	p'aquyachiy	v.tr.
14758	p'aquyay	v.intr.
14759	p'arpay	v.tr.
14760	p'arqachay	v.tr.
14761	p'arqa maki	adj.
14762	p'aruy	v.tr.
14763	p'asña	s.
14764	p'aspa	adj.
14765	p'aspa	s.
14766	p'aspa	s.
14767	p'aspay	v.intr.
14768	p'ata	s.
14769	p'atachi	s.
14770	p'atachiy	v.tr.
14771	p'atachu	s.
14772	p'ata kichka	s.
14773	p'ata kiru	s.
14774	p'atanchay	s.
14775	p'atanchay	v.tr.
14776	p'atasqa	p.p.p.
14777	p'atay	v.tr.
14778	p'ati	s.
14779	p'ichin	s.pr.
14780	p'ichuk	s.
14781	p'inqa	s.
14782	p'inqachikuy	v.intr.
14783	p'inqachiy	v.tr.
14784	p'inqakachiy	v.tr.
14785	p'inqaku	adj.
14786	p'inqakuq	s.a.
14787	p'inqakuqrusqa	p.p.p.
14788	p'inqakuy	s.
14789	p'inqakuy	v.intr.
14790	p'inqalli	adj.
14791	p'inqaskiri	adj.
14792	p'inqasqa	p.p.p.
14793	p'inqatukuq	s.a.
14794	p'inqay	s.
14795	p'inqay	s.
14796	p'inqay	v.intr.
14797	p'inqay	v.tr.
14798	p'inqaychay	v.tr.
14799	p'inqaylla	adv.m.
14800	p'inqaynin	s.
14801	p'inqayninnaq	adj.
14802	p'inqayniyuq	s.p.
14803	p'inqay ruray	v.tr.
14804	p'inqaysapa	adj.
14805	p'inquyllu	s.
14806	p'intu	s.
14807	p'intuna	s.
14808	p'intuy	v.tr.
14809	p'intuykukuy p'achata	v.tr.
14810	p'iqaña	s.
14811	P'isaq	s.
14812	p'isaq	s.
14813	p'isi	s.
14814	p'isqi	s.
14815	p'isquynu	s.
14816	p'istu	s.
14817	p'istukuy	v.intr.
14818	p'istuna	s.
14819	p'istuy	v.tr.
14820	p'itachiy	v.tr.
14821	p'itakuy	v.tr.
14822	p'italla	adv.m.
14823	p'itana	s.
14824	p'itapuy	v.tr.
14825	p'itay	v.mov.
14826	p'itay	v.tr.
14827	p'iti	adj.
14828	p'iti	s.
14829	p'iti	s.
14830	p'itichiy	s.
14831	p'itichiy	v.tr.
14832	p'iti kuska	s.
14833	p'itikutiy	v.intr.
14834	p'itikuy	v.intr.
14835	p'itikuy	v.tr.
14836	p'itillapas quy	v.intr.
14837	p'itina	s.
14838	p'itipuy	v.tr.
14839	p'iti-p'iti	s.
14840	p'iti-p'iti waska	s.
14841	p'itiq	s.
14842	p'itiqallu	s.
14843	p'itisqa	p.p.p.
14844	p'itiy	s.
14845	p'itiy	v.tr.
14846	p'itiy	v.tr.
14847	p'itiyay	v.intr.
14848	p'uchqu	adj.
14849	p'uchqu	s.
14850	p'uchqu	s.
14851	p'uchqu api	s.
14852	p'uchquchiy	v.tr.
14853	p'uchqukuy	v.intr.
14854	p'uchquq	adj.
14855	p'uchquqrusqa	p.p.p.
14856	p'uchqusikis killa	s.
14857	p'uchqu simi	s.
14858	p'uchqusqa	p.p.p.
14859	p'uchquy	s.
14860	p'uchquy	v.intr.
14861	p'ukru	adj.
14862	p'ukru	s.
14863	p'ukruchiy	v.tr.
14864	p'ukru ñawi	adj.
14865	p'ukruyay	v.intr.
14866	p'uktaki	s.
14867	p'uktu	adj.
14868	p'uktu	s.
14869	p'uktucha	s.
14870	p'uktuy	v.tr.
14871	p'uku	s.
14872	p'ulin	s.pr.
14873	p'ulqachiy	v.tr.
14874	p'ulqay	v.tr.
14875	p'ulqu	s.
14876	p'ultikuy	v.intr.
14877	p'ultiy	v.tr.
14878	p'ulu	s.
14879	p'ullchu	adj.
14880	p'ulltiy	v.mov.
14881	p'ulltiy	v.tr.
14882	p'umpu	s.
14883	p'umputupu	s.
14884	p'un	interj.onom.
14885	p'unchaw	s.
14886	p'unchawkamu	s.
14887	p'unchawninta	adv.t.
14888	p'unchawninta kawsay	s.
14889	p'unchawnintin	adv.t.
14890	p'unchawnintin qaray	s.
14891	p'unchawnintin rurariq	s.a.
14892	p'unchawpi pichqa kutin	adv.t.
14893	p'unchaw-p'unchaw	adv.t.
14894	p'unchaw p'unchaw tukukunchik	expr.
14895	p'unchaw qillqa	s.
14896	p'unchawyay	v.impers.
14897	p'unluku	adj.
14898	p'unlun	s.pr.
14899	p'unqu	s.
14900	p'uñu	expr.
14901	p'uñu	s.
14902	p'uñu wisa	s.
14903	p'uqachiy	v.tr.
14904	p'uqay	v.tr.
14905	p'uru	adj.
14906	p'uru	s.
14907	p'uru	s.
14908	p'uruña	s.
14909	p'ururawqa	s.
14910	p'uruta	s.
14911	p'usti	s.
14912	p'uti	adj.
14913	p'uti	s.
14914	p'uti wisa	s.
14915	p'utuksi	s.
14916	P'utuksi	s.
14917	p'utumuy	v.intr.
14918	p'utupapa	s.
14919	p'utuy	v.intr.
14920	p'uyku chawpi	s.
14921	p'uylu	s.
14922	p'uyñu	s.
14923	p'uyru	s.
14924	p'uytu	s.
14925	p'uytukun	s.
14926	p'uyunqu	s.
14927	q	fon.
14928	qacha	adj.
14929	qacha	s.
14930	qachachu	s.
14931	qachay	v.tr.
14932	qachil	s.
14933	Qachin	s.
14934	qachu	adj.
14935	qachu	s.
14936	qachuyay	v.intr.
14937	qaka	s.
14938	qakya	adj.
14939	qala	adj.
14940	qala	adj.
14941	qala	s.
14942	qalalu	s.
14943	qalankata	s.
14944	qalaphari	s.
14945	qalaphurka	s.
14946	qalaq	s.a.
14947	qalwinchu	s.
14948	qalla	s.
14949	qalla	s.
14950	qalla	s.
14951	qallana	s.
14952	qallananchikmanta	adv.t.
14953	qallaqchi	s.
14954	qallaqchiy	v.tr.
14955	qallari	adj.
14956	qallari	s.
14957	qallarichiy	v.tr.
14958	qallarikuq	s.a.
14959	qallarikuy	s.
14960	qallari llaqtaykuq	s.
14961	qallarimuy	v.tr.
14962	qallarina	s.
14963	qallarinancha	s.
14964	qallari pacha	s.
14965	qallaripuy	v.tr.
14966	qallariq	adj.
14967	qallariq machu	s.
14968	qallari rimaykuna	s.
14969	qallarisqa	p.p.p.
14970	qallarisun	expr.
14971	qallariy	s.
14972	qallariy	s.
14973	qallariy	v.tr.
14974	qallariymanta	adv.t.
14975	qallariynin	s.pr.
14976	qallariyniyuq	adj.
14977	qallariy simi	s.
14978	qallariy yachachiy	s.
14979	qallariy yachaqay	s.
14980	qallariy yachay	s.
14981	qallariy yuyay	s.
14982	qallarma	adj.
14983	qallawa	s.
14984	qallay	v.tr.
14985	qallaykuna	s.
14986	qallaykuy	v.tr.
14987	qallaykuynin	s.
14988	qallcha	s.
14989	qallchachiq	s.
14990	qallchapuy	v.tr.
14991	qallchasqa	p.p.p.
14992	qallchay	v.tr.
14993	qallchaypacha	s.
14994	qallma	s.
14995	qallmachay	v.intr.
14996	qallman simi	adj.
14997	qallpa	s.
14998	qallpachakra	s.
14999	qallpay	v.intr.
15000	qallu	s.
15001	qallukipu	s.
15002	qallupayay	v.tr.
15003	qallu-qallu	s.
15004	qallu-qallu	s.
15005	qallusapa	s.p.
15006	qallu sik'iyta	expr.
15007	qallu taka	s.
15008	qalluwatariy	s.
15009	qalluyuq	s.p.
15010	qallwa	s.
15011	qallwachiy	v.tr.
15012	qallwamuy	v.tr.
15013	qallwana	s.
15014	qallwapuy	v.tr.
15015	qallwaraq	adj.
15016	qallwarasqa	p.p.p.
15017	qallway	v.tr.
15018	qallwiya	s.
15019	qam	pron.pers.
15020	qama	adj.
15021	qama	adj.
15022	qamamamaq	adj.
15023	qamamamay	v.intr.
15024	qamasayri	s.
15025	qamay	v.intr.
15026	qamayay	v.intr.
15027	qamchu	s.
15028	qamiri	s.
15029	qamiy	v.tr.
15030	qamiyman hina	adv.m.
15031	qamkuna	pron.pers.
15032	qamkunap	pron.pos.
15033	qamkuna ruraq hina (ruranhina)	expr.
15034	qamllarquy	v.tr.
15035	qam llullaypas ñuqam ari amataq	s.a.
15036	qamñataq	expr.
15037	qampa	pron.pos.
15038	qampaq	expr.
15039	qampaq ñawpapi	expr.
15040	Qampaqpas!	expr.
15041	qampaq punta (ñawpa)	expr.
15042	qampas	expr.
15043	Qampas hinallataq!	expr.
15044	qampucha	s.
15045	qampuru	s.
15046	qamri	expr.
15047	qam rurasqa hinallataq	expr.
15048	qamuchuy	v.tr.
15049	qamwan	pron.pers.
15050	qam wiña	s.
15051	qamya	adj.
15052	Qanchi	s.
15053	qanchis	num.c.
15054	qanchischaw	s.
15055	qanchischay	v.tr.
15056	qanchis chiru	s.
15057	qanchis chirup	adj.poses.
15058	qanchis chiruyuq rikch'ayni	adj.
15059	qanchis chunka	num.c.
15060	qanchis chunka hukniyuq	num.c.
15061	qanchis chunka iskayniyuq	num.c.
15062	qanchis chunka qanchisniyuq	num.c.
15063	qanchis chunka waranqa	num.c.
15064	qanchis ch'iqta	num.fract.
15065	qanchis kaq	num.o.
15066	qanchis k'uchu	s.
15067	qanchis laya	s.
15068	qanchis mitruta yallispam; qanchis mitru yalli	expr.
15069	qanchis ñawi	s.
15070	qanchis ñiqin	num.o.
15071	qanchis ñiqin yachakuna	expr.
15072	qanchis pachak	num.c.
15073	qanchis pachak waranqa	num.c.
15074	qanchis patma	num.fract.
15075	qanchispa wasan	num.o.
15076	qanchis p'unchaw	s.
15077	qanchis p'unchawpi kutimuq, hamuq	adj.
15078	qanchis p'unchaw unaq	s.
15079	qanchis uyayuq p'unlu	s.
15080	qanchis waranqa	num.c.
15081	qanchu	adj.
15082	qanqa	s.
15083	qantu	s.
15084	qañañana	s.
15085	qañawa	s.
15086	qañiy qillqa	s.
15087	qap!	interj.onom.
15088	qap!	interj.onom.
15089	qapa	adj.
15090	qapanna	s.
15091	qapannay	v.tr.
15092	qapapayachiy	v.
15093	qapaq	adj.
15094	qapar	s.
15095	qapari	s.
15096	qaparichiq	s.
15097	qaparichiy	v.tr.
15098	qaparikuy	v.dic.
15099	qaparilu	s.
15100	qaparimpuy	v.tr.
15101	qaparina	s.
15102	qaparipuy	v.tr.
15103	qapariq	adj.
15104	qapariq	s.
15105	qaparisqa	p.p.p.
15106	qapariy	s.
15107	qapariy	v.dic.
15108	qapcha huchha	s.
15109	qapchapi qillqasqata watuy	v.tr.
15110	qapchata paskay	v.tr.
15111	qapñu	adj.
15112	qapra	adj.
15113	qapra	adj.
15114	qaprayay	v.intr.
15115	qapru	s.
15116	qapsan	s.
15117	qaptakuy	v.tr.
15118	qapuy	v.tr.
15119	qapya	adj.
15120	qapya	s.
15121	qapya	s.
15122	qapya	s.
15123	qaqa	adj.
15124	qaqa	s.
15125	Qaqachaqa	s.
15126	Qaqapampa	s.
15127	qaqa pana	s.
15128	qaqa pata	s.
15129	qaqapay	v.tr.
15130	qaqa-qaqa	s.
15131	qaqaqaqan	s.
15132	qaqa rara	s.
15133	qaqi	s.
15134	qaqinqura	s.
15135	qaqlla	s.
15136	qaqti	adj.
15137	qara	s.
15138	qara	s.
15139	qaracha	s.
15140	qaracha	s.
15141	qaracha	s.
15142	qaracha lliqti	s.
15143	qarachay	v.intr.
15144	qarachay	v.tr.
15145	qarachayuq	s.p.
15146	qarachi	s.
15147	qarachi	s.
15148	qarachiykuy	v.intr.
15149	qaraku	s.
15150	qarakuq	adj.
15151	qarakuy	v.tr.
15152	qaralla	adj.
15153	qarallama	s.
15154	qara llip'iyaq p'acha	s.
15155	qara lluch'usqa	p.p.p.
15156	qara lluch'uy	v.tr.
15157	qaramaki	s.
15158	Qarampa	s.
15159	qaramuy	v.tr.
15160	qaran	s.pr.
15161	qarana	s.
15162	qaranakuy	v.recip.
15163	qaranam kanchik	expr.
15164	qaranchay	v.
15165	qaranchu	s.
15166	qarantin papa	s.
15167	qarapa	s.
15168	qarapachu	s.
15169	qarapanchik	expr.
15170	qarapanki	expr.
15171	qarapatakuy	v.intr.
15172	qarapatay	v.tr.
15173	qarapati	s.
15174	qarapi qillqasqa	s.
15175	qara p'acha	s.
15176	qara p'aspa	s.
15177	qaraq	adj.
15178	qara qillqa	s.
15179	qaraqruyuwa	s.
15180	Qararay!	interj.
15181	qara simi	s.
15182	qara sip'u	s.
15183	qaraspa chariy	v.tr.
15184	qarati	s.
15185	qaratu	s.
15186	qara waska	s.
15187	qaraway	expr.
15188	qara wayaqa	s.
15189	qaray	s.
15190	qaray	v.tr.
15191	qarayapuy	v.intr.
15192	qarayay	v.intr.
15193	qarayay	v.intr.
15194	qaraypuka	s.
15195	qaraywa	s.
15196	qariy	v.tr.
15197	qarmin	s.
15198	qarpachiy	v.tr.
15199	qarpamuy	v.tr.
15200	qarpana	s.
15201	Qarpana	s.
15202	qarpapuy	v.tr.
15203	qarpaq	adj.
15204	qarparkachay	v.dic.
15205	qarpasqa	p.p.p.
15206	qarpay	s.
15207	qarpay	v.tr.
15208	qarpaysiy	v.tr.
15209	qarpuy	v.tr.
15210	qarqacha	s.
15211	qarqacha	s.
15212	qarqanchu	s.
15213	qarqupuy	v.tr.
15214	qarquy	v.tr.
15215	qarwa	adj.
15216	qarwa	s.
15217	qarwa	s.
15218	qarwachiy	v.tr.
15219	qarwa killa	s.
15220	qarwakincha	s.
15221	qarwanchay	v.tr.
15222	qarwaqi killa	s.
15223	qarway	s.
15224	qarway	v.intr.
15225	qarwayllu	s.
15226	qarwaypiñi	s.
15227	qasa	adj.
15228	qasa	adj.
15229	qasa	s.
15230	qasa	s.
15231	qasa	s.
15232	Qasamarka	s.
15233	qasa mit'a	s.
15234	qasan	adv.
15235	qasapa	s.
15236	qasa pacha	s.
15237	qasa phuyu	s.
15238	qasaqaña	s.
15239	qasawi	s.
15240	qasay	s.
15241	qasay	v.impers.
15242	qasay	v.impers.
15243	qasay	v.pron.
15244	qaschu	adj.
15245	qasi	adj.
15246	qasi!	interj.
15247	qasichiy	v.tr.
15248	qasi kay	s.
15249	qasilla	adj.
15250	qasilla!	expr.
15251	qasilla	s.
15252	qasillakana	s.
15253	qasilla kawsaq	s.a.
15254	qasi mana kaq	adv.m.
15255	qasimanta	adv.m.
15256	qasi p'unchaw	adj.
15257	qasiq	s.
15258	qasi runa	adj.pers.
15259	qasi sunqu	adj.
15260	qasi uqu	s.
15261	qasi wayta	s.
15262	qasiy	v.intr.
15263	qasiyachiy	v.tr.
15264	qasiyay	v.intr.
